mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_49633,O=CC1C2NC3C2OC13,3.37315,1.60041,1.39257,3.4683,67.26,-0.2428,-0.0158,0.2269,929.4179,0.125557,-437.821546,-437.814878,-437.813934,-437.853014,26.155
gdb_33348,C#CC#CC1CN=CO1,5.79415,0.72399,0.6953,1.2794,84.99,-0.2518,-0.035,0.2168,1560.8824,0.100614,-399.500825,-399.49269,-399.491746,-399.534625,29.151
gdb_68451,CC12CC(C1)CCC2=O,2.33043,1.88666,1.28047,2.8714,81.59,-0.2325,-0.0044,0.228,1058.6162,0.183973,-387.122457,-387.114279,-387.113335,-387.154909,32.615
gdb_99770,CC(C)C(CO)C1CC1,1.86287,1.33935,0.8341,1.726,88.65,-0.2522,0.0849,0.3371,1469.8668,0.227872,-389.477496,-389.466735,-389.465791,-389.513292,40.551
gdb_27958,c1c(ncnc1N)C=O,4.08916,1.15372,0.90007,5.881,74.39,-0.2511,-0.0766,0.1745,1194.5361,0.102602,-432.936109,-432.928476,-432.927532,-432.968439,28.103
gdb_75060,CC1=CCC(=O)C11CN1,2.30294,1.84392,1.12063,4.1612,79.49,-0.2298,-0.0221,0.2076,1090.5645,0.147442,-401.958921,-401.950566,-401.949622,-401.99191,31.726
gdb_82255,CC1C2CC2C=C1C#C,3.05323,1.36824,1.05127,0.8467,90.97,-0.2163,-0.0177,0.1986,1168.926,0.159152,-348.729677,-348.721311,-348.720367,-348.76224,33.12
gdb_116022,CCN1CCC=CC1=O,2.49316,1.44533,1.00363,3.9653,82.62,-0.2319,-0.0281,0.2038,1228.1388,0.172533,-403.201094,-403.192318,-403.191374,-403.235021,32.742
gdb_87833,CC1OC11CC2CC12O,2.94274,1.33171,1.14367,2.6698,75.98,-0.2454,0.0703,0.3157,1148.9724,0.157133,-422.973658,-422.964867,-422.963923,-423.006779,33.721
gdb_87216,CN1CC1(C)CC1CC1,2.74054,1.042,0.95806,1.1951,89.73,-0.2176,0.0856,0.3032,1413.6903,0.216099,-368.372995,-368.362833,-368.361888,-368.408259,38.342
gdb_33277,C#CC#CC1(CN1)C#N,3.41449,0.84271,0.71003,4.8736,88.12,-0.257,-0.0492,0.2078,1501.9686,0.087588,-378.391085,-378.382453,-378.381509,-378.424905,31.027
gdb_32040,COc1ccnc(=O)o1,3.01084,1.4408,0.98053,5.1627,69.96,-0.2417,-0.059,0.1827,1123.1333,0.100399,-473.879689,-473.871687,-473.870743,-473.912706,28.426
gdb_24730,c1cn2c(n1)COCC2,3.61023,1.59207,1.14828,3.5987,73.82,-0.2174,0.0294,0.2468,1025.378,0.14039,-418.047105,-418.040276,-418.039332,-418.078428,26.735
gdb_49463,O=CC1C2NC(=O)NC12,2.9846,1.28592,1.14064,3.6016,66.49,-0.2487,-0.0312,0.2175,1076.0565,0.11378,-453.979225,-453.971577,-453.970633,-454.011776,28.585
gdb_1412,CC(CC=O)C#N,6.26198,1.36444,1.19241,2.3599,58.72,-0.2714,-0.0443,0.2271,940.0741,0.111437,-324.603558,-324.595663,-324.594719,-324.636362,26.519
gdb_24999,O=C1OC2=C(OCO2)O1,5.01618,1.38905,1.11078,4.0546,52.77,-0.2166,-0.0214,0.1952,965.935,0.066118,-529.619161,-529.612747,-529.611802,-529.65015,23.661
gdb_97937,CCC#CCC1NC1C,5.70313,0.52838,0.50648,1.3703,93.46,-0.2341,0.0604,0.2944,2270.7963,0.192831,-367.169835,-367.159074,-367.15813,-367.207519,37.975
gdb_95227,CC1CCC2OC2C=C1,3.11406,1.31331,1.03513,2.1009,83.0,-0.2497,0.0055,0.2552,1208.4487,0.183938,-387.082596,-387.074377,-387.073433,-387.114976,32.822
gdb_29662,Cn1c(c(oc1=O)O)N,2.39459,1.69888,1.00555,4.4517,64.4,-0.189,0.045,0.234,1106.3991,0.111813,-491.124584,-491.115323,-491.114379,-491.15891,32.272
gdb_74517,CC1=CC2(CCC2)OC1,3.67627,1.11808,1.00427,1.5836,86.84,-0.2204,0.0236,0.244,1291.0637,0.182408,-387.096617,-387.087924,-387.08698,-387.130014,33.362
gdb_109660,COC1C(O)C1(C)C=O,2.03758,1.32173,1.13528,3.4595,74.1,-0.243,-0.0194,0.2236,1207.3712,0.155382,-460.14474,-460.134377,-460.133433,-460.180451,36.286
gdb_43561,O=C1CC(C#C)C1C#N,2.02867,1.65418,1.06839,4.9505,72.51,-0.272,-0.0526,0.2194,1100.8537,0.098702,-399.528275,-399.51981,-399.518865,-399.562238,30.459
gdb_99679,OCC(C#C)C1CCC1,2.60471,1.05734,0.79052,1.577,84.74,-0.2566,0.045,0.3016,1466.111,0.181402,-387.042326,-387.032558,-387.031614,-387.077372,36.314
gdb_51007,C1CC1C2(CC2)NC=O,2.94334,1.19039,0.9806,3.7127,80.53,-0.2302,0.0261,0.2563,1261.035,0.170418,-403.139497,-403.130317,-403.129373,-403.174546,34.341
gdb_116190,CCC1CCOC1(C)C,2.17117,1.30995,1.0354,1.5256,88.26,-0.2355,0.0775,0.3131,1338.2708,0.228069,-389.516193,-389.50584,-389.504896,-389.551462,39.271
gdb_125346,Cc1cnc2n1nc[nH]2,3.31663,1.79472,1.17303,2.696,73.19,-0.2023,0.0057,0.208,986.1949,0.116104,-413.022611,-413.015536,-413.014592,-413.054042,26.888
gdb_108406,CCC12CCC1N2C=O,1.95515,1.60841,0.99932,3.9136,81.79,-0.2348,0.0065,0.2413,1240.4925,0.170052,-403.132331,-403.123258,-403.122313,-403.166343,33.548
gdb_15679,CCC1CCCC1=O,3.33816,1.61687,1.16883,2.6747,74.79,-0.2323,-0.0134,0.2189,1073.9234,0.177505,-349.051218,-349.042914,-349.04197,-349.084234,31.097
gdb_123332,C#CCc1cnncn1,4.65359,1.08812,0.88665,3.0072,74.45,-0.2394,-0.0749,0.1646,1216.5686,0.101083,-395.703096,-395.695432,-395.694488,-395.736535,27.763
gdb_52170,N=C1CC(CNC=O)O1,5.96152,0.72824,0.67808,1.2919,72.7,-0.2608,0.0178,0.2786,1590.6167,0.136166,-455.170361,-455.161598,-455.160654,-455.205541,31.055
gdb_120746,COCC1NC1C(C)C,3.17485,0.74816,0.67853,1.2822,87.52,-0.2447,0.079,0.3237,1804.0022,0.215454,-405.517198,-405.506176,-405.505232,-405.554076,39.462
gdb_8560,OC12CN3CC1(O)C23,3.07944,2.69136,1.76434,2.3084,60.63,-0.2185,0.0476,0.266,745.7233,0.118754,-399.702935,-399.69624,-399.695296,-399.733227,26.867
gdb_93843,CC1OCC(O)CC1O,2.33895,1.5738,1.25893,2.3872,73.96,-0.2454,0.067,0.3124,1101.9421,0.183468,-461.373359,-461.364542,-461.363598,-461.40621,34.771
gdb_46812,N=C1OCC2OC12C#N,2.7832,1.68252,1.1937,5.4483,64.71,-0.2887,-0.0368,0.2519,977.9128,0.089842,-452.739516,-452.732347,-452.731403,-452.771339,26.509
gdb_120066,CCCC1C2C3CC2N13,5.22549,0.84526,0.8332,1.5004,87.36,-0.2258,0.0886,0.3144,1510.7024,0.194596,-367.119449,-367.110984,-367.11004,-367.153086,32.719
gdb_81549,OC1C2CC1C21CCC1,3.85947,1.21136,1.06228,1.523,82.42,-0.2489,0.0734,0.3223,1192.4508,0.183429,-387.022645,-387.014617,-387.013673,-387.055011,32.453
gdb_106522,COC12CC(C1)OCC2,3.20091,1.35483,1.19236,1.1567,77.82,-0.2387,0.085,0.3237,1123.8755,0.183756,-424.204148,-424.195974,-424.19503,-424.23661,32.414
gdb_44829,O=C1NC2CC12CC#N,3.012,1.25921,1.02152,5.943,69.75,-0.2605,-0.0086,0.2519,1138.5186,0.112972,-416.811206,-416.803269,-416.802325,-416.844552,29.065
gdb_51792,O=CCC1CCC2CC12,3.68393,0.96346,0.86204,2.8801,82.46,-0.2446,-0.0177,0.2268,1385.9477,0.183385,-387.104774,-387.096234,-387.09529,-387.138822,32.445
gdb_117921,CCCN(C)C(=O)C=O,3.25905,0.88728,0.75073,2.6669,78.77,-0.2483,-0.072,0.1763,1553.0875,0.168479,-440.319201,-440.308494,-440.30755,-440.356329,36.481
gdb_12870,OC1C2C=CCC12O,2.73084,2.35513,1.81428,0.9019,64.75,-0.2241,0.0074,0.2315,792.6527,0.130359,-383.723363,-383.716171,-383.715227,-383.754167,28.529
gdb_90832,CC1CC2C3C4OC13C24,3.0013,1.8883,1.43685,2.0409,77.89,-0.228,0.0747,0.3027,950.7858,0.160295,-385.785577,-385.778692,-385.777748,-385.816474,28.87
gdb_22288,CC1(C)C2N1CC2=NO,3.91469,1.01267,0.98996,1.1214,81.47,-0.2259,0.0019,0.2278,1284.498,0.157302,-419.122904,-419.113808,-419.112863,-419.15627,34.731
gdb_80632,CC1C2CC(O2)C1C#N,2.76245,1.58907,1.26084,4.9592,75.07,-0.2666,0.0301,0.2966,1033.2599,0.149146,-401.945337,-401.937664,-401.93672,-401.977418,29.9
gdb_84082,CC1N=C(N)N(C)C1=O,2.327,1.69315,1.05064,3.8079,74.98,-0.2253,0.0076,0.233,1144.9088,0.148328,-435.33389,-435.324725,-435.323781,-435.367573,33.568
gdb_115995,CCN1CCN=C1C=O,2.09499,1.65722,1.02234,2.8406,79.85,-0.2148,-0.0642,0.1506,1192.4213,0.159504,-419.228758,-419.219566,-419.218621,-419.263582,32.518
gdb_97894,CCC#CCC(C)(C)C,3.43125,0.65385,0.64099,0.1599,98.68,-0.2402,0.0574,0.2976,1971.5558,0.225501,-352.35315,-352.341274,-352.340329,-352.392422,43.011
gdb_66865,CC12C3N=C4NC(C13)C24,3.71425,1.78813,1.59084,3.9437,76.26,-0.2093,-0.0446,0.1647,881.3656,0.136758,-380.741629,-380.735049,-380.734105,-380.772079,27.695
gdb_93155,CC1OC=NCCC1=O,2.27242,1.72933,1.17706,1.42,72.67,-0.2461,-0.0292,0.2169,1072.1272,0.147571,-439.104356,-439.09575,-439.094806,-439.138186,31.542
gdb_124038,C1C=Cc2c(nn[nH]2)O1,3.81265,1.67512,1.18501,5.4973,71.46,-0.2102,-0.0422,0.1679,955.5143,0.104452,-432.862492,-432.856098,-432.855154,-432.893323,24.89
gdb_125391,Cc1coc2c1onc2,3.31459,1.66941,1.11793,3.063,70.13,-0.2321,-0.028,0.204,1011.8262,0.10262,-436.678887,-436.672063,-436.671119,-436.710218,25.89
gdb_35220,C#CC1NC11CCC=C1,3.50228,1.15999,1.00193,1.7352,86.59,-0.2246,0.0074,0.232,1216.2988,0.147721,-364.765483,-364.757176,-364.756232,-364.799096,31.848
gdb_52517,CC#CC(=N)N(C)C=O,3.40288,0.85364,0.71639,3.5459,83.81,-0.2552,-0.0454,0.2098,1564.6946,0.13372,-418.007966,-417.997629,-417.996685,-418.045364,34.559
gdb_51734,O=CCC1OCC11CO1,3.47355,0.95289,0.81419,3.3345,69.59,-0.2509,-0.0279,0.223,1374.3846,0.133377,-458.920126,-458.91137,-458.910426,-458.954976,30.78
gdb_12773,CN=C1OC2CC12O,4.01376,1.68511,1.3243,1.4637,64.89,-0.2455,0.0151,0.2606,929.2172,0.117313,-399.754047,-399.746278,-399.745333,-399.786199,28.322
gdb_62344,CC1(C#N)C2N1CC2=O,3.81866,1.13245,1.10079,2.946,71.6,-0.2696,-0.0547,0.2149,1113.9871,0.111366,-416.783806,-416.775752,-416.774807,-416.816394,29.924
gdb_110874,CC1CC2C(CO)N2C1,2.60281,1.18917,1.04986,2.0793,81.09,-0.2254,0.0661,0.2915,1274.2749,0.195345,-404.323367,-404.314316,-404.313372,-404.357408,34.736
gdb_51093,O=CNC12CC(C1)OC2,3.57253,1.27224,1.10376,4.4192,72.95,-0.2389,0.0205,0.2594,1112.2488,0.149251,-439.084077,-439.076401,-439.075457,-439.118233,29.638
gdb_38431,C1C2CC3(OCC=C3)C12,3.97335,1.32491,1.21328,1.1415,81.68,-0.2247,0.0157,0.2404,1084.3364,0.16022,-385.861622,-385.854222,-385.853278,-385.893546,29.71
gdb_55021,CC(=O)C1NC1C1CN1,3.03564,1.17823,1.03363,4.8834,76.98,-0.2286,-0.0219,0.2067,1236.5473,0.158829,-419.167281,-419.158199,-419.157255,-419.201791,33.084
gdb_25560,N=COCC1=NC=CN1,6.19618,0.80843,0.71835,1.2862,73.76,-0.2224,0.0056,0.2279,1497.9567,0.125749,-434.097532,-434.089011,-434.088067,-434.133991,29.161
gdb_73072,OC12COC1C2CC=O,3.35508,0.95989,0.84817,2.4979,69.65,-0.2457,-0.0221,0.2237,1345.3536,0.133456,-458.912099,-458.903317,-458.902373,-458.946713,31.699
gdb_112639,NC1=CC(=O)C(CO)C1,3.40953,1.12795,0.88446,7.3528,77.94,-0.2285,-0.021,0.2075,1280.6338,0.148768,-439.135202,-439.126484,-439.12554,-439.168678,32.917
gdb_20582,Cc1c(onc1O)C,3.3029,2.01283,1.27036,2.1771,64.09,-0.2407,0.0062,0.2469,923.7612,0.117841,-399.814702,-399.806563,-399.805619,-399.847798,28.672
gdb_14840,CCC1COC1C#N,2.94508,1.6192,1.15897,4.3246,68.12,-0.2778,0.0002,0.278,1045.16,0.141871,-363.856493,-363.848164,-363.84722,-363.890151,29.209
gdb_57947,CN(C)C(=O)CC(=O)N,2.61348,1.16009,0.91545,2.0763,74.25,-0.245,0.0055,0.2505,1316.1695,0.158521,-456.411072,-456.400741,-456.399797,-456.447375,36.075
gdb_122773,COCCOC(=N)C#N,3.49724,0.72786,0.6304,3.6422,73.57,-0.2675,-0.0521,0.2153,1737.9844,0.134033,-455.138575,-455.128694,-455.12775,-455.175052,33.286
gdb_64438,CC1(CCCNC1=O)C,2.17664,1.6425,1.20498,3.5945,82.16,-0.234,0.0343,0.2683,1147.5567,0.195686,-404.410401,-404.401198,-404.400254,-404.443961,35.698
gdb_20466,C1OC1C1=CC=NO1,6.37473,1.47767,1.3018,3.379,61.23,-0.2592,-0.0269,0.2323,894.304,0.096363,-398.564607,-398.558252,-398.557308,-398.595809,22.958
gdb_23141,C1CC1C(=NO)CC#N,2.11129,1.3428,0.95303,3.4955,76.58,-0.2522,-0.0128,0.2394,1242.1509,0.135105,-417.965548,-417.956462,-417.955517,-418.000329,32.949
gdb_92726,CC1CC=C(C)C2CC12,3.04073,1.28649,1.01499,0.3289,91.84,-0.2143,0.0312,0.2455,1280.5249,0.206926,-351.17389,-351.164978,-351.164034,-351.206914,35.44
gdb_112197,CCC1OC(=N)C11CO1,2.52771,1.32195,0.96717,3.2087,74.52,-0.268,0.003,0.2711,1248.7913,0.146385,-439.062668,-439.053906,-439.052962,-439.096418,32.194
gdb_107971,CCC12NC3C1NC23C,2.68453,1.36565,1.31095,1.5317,83.0,-0.2182,0.0762,0.2944,1138.2084,0.182473,-383.171136,-383.16239,-383.161446,-383.204322,33.857
gdb_47549,O=C1CC2NC2CCO1,2.73162,1.51676,1.05946,4.4104,71.96,-0.2577,0.0099,0.2676,1111.8301,0.149845,-439.090991,-439.083249,-439.082305,-439.123666,29.649
gdb_93687,CC1(CCC(CC1)O)C,2.96384,1.07897,0.99361,1.3874,88.19,-0.2579,0.0736,0.3315,1358.0214,0.229635,-389.522747,-389.513084,-389.51214,-389.556163,38.935
gdb_6988,CC1COCC1(C)O,2.37368,2.18131,1.53191,2.0294,69.95,-0.2414,0.0666,0.308,937.2853,0.176382,-386.147213,-386.138581,-386.137636,-386.180827,32.854
gdb_84836,OC1C=CCC2(O)CC12,2.65644,1.52179,1.12104,1.7345,76.51,-0.2491,0.0182,0.2673,1108.3216,0.159383,-423.018243,-423.00986,-423.008916,-423.050747,33.277
gdb_28996,C#Cc1cccnc1O,3.06951,1.53144,1.0217,1.0825,82.26,-0.2276,-0.042,0.1857,1082.1917,0.102327,-399.589997,-399.582677,-399.581733,-399.621692,28.414
gdb_88664,CC1CN1C1CC(O)C1,3.10058,1.07057,1.01691,3.1419,83.46,-0.2329,0.0814,0.3143,1312.0269,0.194093,-404.304932,-404.295872,-404.294928,-404.338777,35.136
gdb_24787,c1nc2n(c(=O)n1)CC2,2.69911,2.05402,1.18398,5.2951,69.5,-0.2593,-0.0551,0.2043,958.3385,0.104227,-432.916634,-432.910013,-432.909069,-432.947927,24.83
gdb_16752,CCC1=CC2CC2C1,5.21971,1.31057,1.18358,0.2527,81.05,-0.2156,0.0279,0.2435,1095.6208,0.178376,-311.877009,-311.869275,-311.868331,-311.909136,30.062
gdb_98705,CNC(=O)C1CC1C#C,2.2918,1.33138,0.94332,3.3299,80.1,-0.2365,0.0147,0.2512,1265.6785,0.145953,-401.934411,-401.924621,-401.923677,-401.970196,34.922
gdb_45832,C1=CC=CNC(=O)C=C1,2.65185,1.62369,1.10579,3.1925,82.37,-0.2243,-0.0575,0.1668,1071.151,0.126502,-400.783963,-400.776385,-400.775441,-400.816219,28.965
gdb_119653,CCCC12NC3C1NC23,3.75127,1.02028,0.92626,1.284,83.05,-0.2216,0.0666,0.2883,1363.247,0.183304,-383.16031,-383.151867,-383.150923,-383.193922,32.5
gdb_5359,c1cc(cnc1)C=O,5.36914,1.59701,1.23089,3.7729,68.88,-0.256,-0.0741,0.1819,902.3443,0.097876,-361.532018,-361.525797,-361.524853,-361.562566,22.907
gdb_44036,O=C1CC23OC4C2OC134,3.29624,1.76486,1.5463,2.2711,62.47,-0.2408,-0.0634,0.1774,845.0703,0.08628,-456.380935,-456.374366,-456.373422,-456.411997,25.713
gdb_27768,CC1=CC(=N)NC(O)=N1,1.9969,1.8467,0.96514,3.0405,77.9,-0.2083,-0.0172,0.1911,1169.6995,0.126264,-434.135121,-434.127188,-434.126244,-434.167483,30.498
gdb_54927,NC(=O)C1CC(O1)C#C,5.13778,0.8915,0.81154,2.5263,71.83,-0.2407,0.0077,0.2484,1363.315,0.122934,-437.863767,-437.854804,-437.85386,-437.898483,32.485
gdb_18522,CCOC1CC2CC12,5.20766,1.15581,1.08211,0.9812,75.69,-0.2414,0.087,0.3284,1183.0443,0.176916,-348.970465,-348.962266,-348.961322,-349.003498,30.632
gdb_14186,CC12NC3C1NC23C,2.78548,2.24702,2.10857,1.5507,72.1,-0.2188,0.0777,0.2966,805.2318,0.153992,-343.882981,-343.875626,-343.874682,-343.913966,28.994
gdb_37850,C1C2C3OC2C2OC3C12,2.68677,2.58431,1.97111,3.0809,68.54,-0.2265,0.039,0.2656,774.6306,0.140299,-421.779917,-421.774673,-421.773729,-421.80921,23.713
gdb_94219,CC1COC1(C)CC#C,3.23153,1.0429,0.97007,2.1552,84.29,-0.2411,0.0485,0.2896,1331.743,0.179424,-387.048385,-387.038294,-387.03735,-387.083455,37.499
gdb_11731,CCC12CC1C(=O)C2,4.78071,1.331,1.20187,3.5535,73.17,-0.2376,-0.0049,0.2327,1048.0338,0.153201,-347.80507,-347.797202,-347.796257,-347.83739,29.715
gdb_22755,CC1C(CC1=NO)C#N,3.0045,1.01673,0.8056,3.6439,78.14,-0.2605,-0.0117,0.2487,1376.4584,0.134566,-417.974775,-417.965608,-417.964664,-418.009146,33.157
gdb_50872,C1CC1NC(=O)NC=O,5.81378,0.75779,0.69937,6.1778,72.52,-0.2502,-0.0088,0.2414,1578.1685,0.135363,-455.181228,-455.171961,-455.171016,-455.216652,32.481
gdb_103015,NCC1(C#N)C(O)C1O,1.98304,1.45742,1.13561,5.6342,69.66,-0.2418,0.0172,0.259,1143.0435,0.135197,-455.116825,-455.107268,-455.106324,-455.151005,34.893
gdb_46463,O=C1OCC2(NC12)C#C,4.05169,1.19732,1.08526,4.7906,69.28,-0.2517,-0.0149,0.2368,1084.8576,0.101077,-436.660104,-436.652648,-436.651704,-436.692109,28.279
gdb_38169,C1C2N=COC3COC123,2.71752,2.0459,1.37684,1.6385,68.68,-0.2235,0.0137,0.2372,914.7261,0.126141,-437.849634,-437.842914,-437.84197,-437.880734,26.639
gdb_96666,CN=C(C)OC(C)C#N,3.02419,0.89975,0.80435,4.587,80.43,-0.2628,0.0107,0.2734,1502.9039,0.15596,-419.229751,-419.218934,-419.21799,-419.267004,36.76
gdb_103327,CC1(CO)C2OC1C2O,2.13567,1.90211,1.20658,2.832,71.13,-0.2429,0.0459,0.2888,1058.407,0.157802,-460.074516,-460.065793,-460.064849,-460.10736,33.969
gdb_54953,CC(=O)N1CC1(C)C#N,3.08963,1.08933,1.02419,5.1235,75.18,-0.2657,-0.0105,0.2551,1236.5098,0.133278,-418.0262,-418.016533,-418.015588,-418.061215,33.891
gdb_107801,COC12CN3C(C13)C2C,2.49954,1.67105,1.29967,2.0193,77.72,-0.2234,0.0719,0.2953,1062.6964,0.170269,-403.06878,-403.06022,-403.059275,-403.102081,32.628
gdb_102385,CCC(CO)(NC)C#N,1.69157,1.53594,1.07105,2.5907,78.84,-0.2506,0.0248,0.2754,1261.0362,0.181049,-420.407471,-420.396612,-420.395668,-420.443174,38.997
gdb_6083,CC(O)C#CC(N)=O,4.82744,0.86729,0.75699,2.7482,68.4,-0.2575,-0.0255,0.2321,1440.9077,0.116614,-399.798816,-399.789334,-399.78839,-399.834452,32.438
gdb_89391,CC1CC2(C)CN2C1=O,2.77439,1.45348,1.11321,3.8126,78.8,-0.2435,-0.005,0.2385,1159.1429,0.170673,-403.172377,-403.163598,-403.162653,-403.205707,33.534
gdb_96684,CN=C(C)OCC1CO1,4.14403,0.72327,0.64675,1.5782,79.8,-0.2458,0.0324,0.2782,1766.042,0.167783,-440.264167,-440.253634,-440.252689,-440.301825,35.715
gdb_9103,CC(=NC)OCC#C,5.36066,0.98276,0.84348,1.1955,74.79,-0.2483,0.0291,0.2774,1343.9237,0.138331,-363.829897,-363.820116,-363.819172,-363.865546,33.188
gdb_100323,C1CC1C(CO)(CO)O,2.07858,1.33217,1.03442,1.3322,74.0,-0.2439,0.0542,0.298,1257.0249,0.180968,-461.33694,-461.326823,-461.325879,-461.371806,38.085
gdb_73789,CC1=C(C(=O)NCC1)C,2.11341,1.74342,0.99485,4.0278,83.73,-0.2355,-0.0228,0.2127,1210.3819,0.171511,-403.214685,-403.205297,-403.204353,-403.249299,34.378
gdb_92940,CC1NC=NC1(C)C#C,2.29013,1.5315,1.3298,3.0933,81.67,-0.2255,0.0215,0.247,1087.4241,0.15857,-382.05043,-382.041352,-382.040408,-382.08367,35.1
gdb_32127,CNc1cc(ncn1)N,3.11292,1.27722,0.91135,3.7043,81.09,-0.2138,0.0084,0.2222,1246.58,0.138681,-414.262469,-414.253844,-414.2529,-414.296403,31.789
gdb_48620,O=CC12CN(C1)CC2=O,2.62652,1.65995,1.23302,2.5368,69.8,-0.2357,-0.0402,0.1954,1005.6214,0.124677,-437.866629,-437.85917,-437.858226,-437.898989,28.126
gdb_72559,CC12CCC(CC1=O)O2,2.33777,1.909,1.47543,2.3908,73.86,-0.2305,-0.0165,0.2141,978.5193,0.160312,-423.070309,-423.06253,-423.061585,-423.10232,30.841
gdb_83144,CN1C2COC(=N)C12C,2.04559,1.88536,1.47934,2.6033,77.29,-0.2374,0.0172,0.2545,1016.833,0.159566,-419.202071,-419.193478,-419.192534,-419.234861,32.612
gdb_3318,CCC1CC2OC12,5.98608,1.85041,1.67139,1.762,63.49,-0.2495,0.0885,0.338,801.7565,0.14824,-309.682445,-309.675545,-309.674601,-309.713276,25.884
gdb_17126,O=C1CC(O1)C1CC1,6.66103,1.1576,1.05567,4.348,65.6,-0.2697,0.0144,0.2841,1096.9899,0.130801,-383.75649,-383.749254,-383.74831,-383.788561,26.803
gdb_49451,O=CN1C2C=CC(=O)C12,3.90225,1.19431,0.97687,2.1244,70.06,-0.2497,-0.0775,0.1721,1133.6846,0.100919,-436.695022,-436.687717,-436.686773,-436.727223,26.899
gdb_69575,OC12CC1C1(CN1)C2=O,2.8892,1.50097,1.18312,3.777,70.81,-0.2287,-0.0195,0.2092,1046.7845,0.123252,-437.832131,-437.823981,-437.823037,-437.864769,30.725
gdb_53455,CC#CCC#CC(=O)N,4.06783,0.55468,0.49113,3.6163,84.14,-0.2498,-0.0177,0.2321,2158.7026,0.121029,-400.72685,-400.715773,-400.714829,-400.767637,35.739
gdb_76638,CC1C(C)N1C1CCC1,2.72265,1.13159,0.93878,1.2642,90.48,-0.2104,0.0767,0.2872,1391.6614,0.216598,-368.376192,-368.366167,-368.365222,-368.411663,37.372
gdb_66069,OC1(COC1C#N)C=O,2.81565,1.2903,1.08673,3.9748,63.22,-0.2916,-0.0708,0.2208,1093.128,0.098913,-473.808676,-473.800327,-473.799382,-473.842186,29.664
gdb_65529,OC1(CN2CC12)C1CO1,3.26504,1.3636,1.17805,2.9403,71.13,-0.2354,0.0541,0.2895,1081.2378,0.146947,-439.001254,-438.993177,-438.992233,-439.03383,31.217
gdb_292,CC(C)C(C)O,4.47958,2.66966,2.28942,1.414,59.83,-0.2613,0.0684,0.3297,675.0478,0.164151,-272.843742,-272.8356,-272.834656,-272.875156,29.475
gdb_3881,c1c(n[nH]c1O)N,7.70286,2.05262,1.62457,2.5045,52.0,-0.1959,0.0546,0.2505,702.6858,0.092045,-356.709466,-356.702945,-356.702001,-356.739359,24.269
gdb_7845,CC(=O)NC1CC1O,4.28485,1.19051,1.00402,3.954,67.2,-0.2305,0.0387,0.2692,1167.5671,0.140561,-401.011924,-401.002945,-401.002001,-401.046777,31.66
gdb_96746,CN=C(C#N)OCC#C,3.34851,0.86586,0.69386,3.1338,77.52,-0.2805,-0.053,0.2275,1543.5759,0.109407,-416.772391,-416.762662,-416.761717,-416.807861,33.26
gdb_8183,CC1OC2CC1(O)C2,2.72185,2.56241,1.7482,1.2472,66.94,-0.2396,0.063,0.3026,815.9125,0.154067,-384.920762,-384.913473,-384.912529,-384.951691,29.174
gdb_66365,C1CCC(CC1)(C#N)N,2.22779,1.38276,1.31445,2.7946,81.93,-0.2647,0.0333,0.298,1141.3296,0.185434,-383.309346,-383.300644,-383.2997,-383.342148,34.329
gdb_73864,CC1=C(CC2(C1)CC2)C,2.85436,1.19784,0.93058,0.3438,93.59,-0.2158,0.0387,0.2545,1366.777,0.205139,-351.173841,-351.164312,-351.163368,-351.208202,36.557
gdb_28536,c1c(c(nc(n1)O)N)O,3.26784,1.43339,0.99667,3.3153,68.67,-0.2079,-0.0132,0.1947,1090.279,0.102924,-470.079511,-470.07177,-470.070826,-470.111359,29.904
gdb_36335,N#CCC1CC(N1)C#N,5.20448,0.78665,0.71997,4.5083,74.19,-0.2671,-0.0014,0.2657,1482.0741,0.125202,-396.930956,-396.922422,-396.921478,-396.9651,30.424
gdb_108318,CCC12COC1C(C)O2,2.94553,1.30291,1.08721,1.3366,78.36,-0.2412,0.0585,0.2997,1217.6387,0.181304,-424.197904,-424.188793,-424.187849,-424.231698,34.27
gdb_60861,CC1(CCO1)C(O)C=O,2.40418,1.44931,1.12108,1.5211,71.12,-0.2505,-0.0411,0.2094,1140.5913,0.15655,-460.155401,-460.145999,-460.145055,-460.189966,34.306
gdb_53727,CC(=O)C#CC(C)(C)C,3.12398,0.72201,0.67705,3.5664,91.08,-0.2513,-0.0432,0.2081,1794.3431,0.17793,-387.097433,-387.086036,-387.085092,-387.136745,39.958
gdb_57942,CC(O)C(=O)NC(N)=N,3.39434,0.94882,0.7847,1.7091,72.62,-0.24,-0.0146,0.2254,1440.9813,0.147027,-472.45617,-472.446317,-472.445373,-472.491482,36.031
gdb_119265,CCCC1(COC)CN1,1.77297,1.11189,0.76745,0.8327,86.61,-0.2401,0.0751,0.3152,1621.0929,0.215816,-405.5168,-405.505848,-405.504904,-405.554043,39.035
gdb_34292,N#CC12OCC(O1)C=C2,3.61132,1.56248,1.40008,5.3186,65.59,-0.2724,-0.0304,0.2421,915.2461,0.101982,-436.672749,-436.666169,-436.665224,-436.703606,26.094
